key,value,Hindi,Gujarati Text,Marathi Text,Telugu Text,
reportBotTitle,**Report Bot**\n[Tap here](https://swiftchat.ai/securityandprivacy/swiftchat-reporting-a-bot/) to review SwiftChat guidelines before you report,**रिपोर्ट Bot**\n रिपोर्ट करने से पहले SwiftChat दिशानिर्देशों की समीक्षा करने के लिए [यहाँ टैप करें](https://swiftchat.ai/securityandprivacy/swiftchat-reporting-a-bot/),**બોટ રિપોર્ટ કરો**\nતમે રિપોર્ટ કરો તે પહેલાં SwiftChatના દિશાનિર્દેશોની સમીક્ષા કરવા [અહીં ટેપ કરો]\r\n(https://swiftchat.ai/securityandprivacy/swiftchat-reporting-a-bot/),**बॉटचा अहवाल द्या**\nतुम्ही तक्रार करण्यापूर्वी SwiftChat मार्गदर्शक तत्त्वांचे पुनरावलोकन करण्यासाठी [येथे टॅप करा](https://swiftchat.ai/securityandprivacy/swiftchat-reporting-a-bot/),**Report Bot**\n[ఇక్కడ నొక్కండి](https://swiftchat.ai/securityandprivacy/swiftchat-reporting-a-bot/) మీరు రిపోర్ట్ చేసే ముందు SwiftChat మార్గదర్శకాలను సమీక్షించండి,
blockAlso,I want to Block this bot,मैं इस bot को ब्लॉक करना चाहता/चाहती हूँ,હું આ bot ને બ્લોક કરવા માંગુ છું,मी या Bot ला ब्लॉक करू इच्छिते/इच्छितो.,నేను ఈ botని బ్లాక్ చేయాలనుకుంటున్నాను,
reportBotButtonText,Report,रिपोर्ट,રિપોર્ટ,रिपोर्ट करा.,రిపోర్ట్ చేయండి,
reportBotSuccessTitle,Thanks for letting us know,हमें बताने के लिए धन्यवाद,અમને જણાવવા બદલ તમારો આભાર,आम्हाला कळविल्याबद्दल धन्यवाद.,మాకు తెలియజేసినందుకు ధన్యవాదాలు,
reportBotSuccessMessage,This bot has been reported as per your request,आपके अनुरोध के अनुसार इस bot की रिपोर्ट की गई है,આ bot તમારી વિનંતી અનુસાર રિપોર્ટ કરવામાં આવ્યું છે,तुमच्या विनंतीनुसार या bot बद्दल रिपोर्ट केलेले आहे.,మీ అభ్యర్థన మేరకు ఈ bot రిపోర్ట్ చేయబడింది,
reportAndBlockBotSuccessMessage,This bot has been blocked and reported as per your request,आपके अनुरोध के अनुसार इस bot को ब्लॉक कर दिया गया है और रिपोर्ट किया गया है,આ બોટને બ્લોક કરી દેવામાં આવ્યું છે અને તમારી વિનંતી મુજબ રિપોર્ટ કરવામાં આવ્યું છે,हा bot ब्लॉक केला गेला आहे आणि तुमच्या विनंतीनुसार अहवाल दिला गेला आहे,మీ అభ్యర్థన మేరకు ఈ bot బ్లాక్ చేయబడి నివేదించబడింది,
blockBotTitle,**Are you sure you want to Block this bot?**\nYou will no longer be able to send or receive messages from this bot.,**क्या आप वाकई इस bot को ब्लॉक करना चाहते हैं?**\n आप इस bot से मैसेज भेजने या प्राप्त करने में सक्षम नहीं होंगे।,**શું તમે ખરેખર આ બોટને બ્લોક કરવા માંગો છો?**\nતમે આ બોટમાંથી મેસેજ મોકલી કે મેળવી શકશો નહીં.,**तुम्हाला खात्रीने हा bot ब्लॉक करू इच्छिता?**\nतुम्ही यापुढे या bot वरून संदेश पाठवू किंवा प्राप्त करू शकणार नाही.,**మీరు ఖచ్చితంగా ఈ bot ను బ్లాక్ చేయాలనుకుంటున్నారా?**\nమీరు ఇకపై ఈ bot నుండి మెసేజ్ లను పంపలేరు లేదా స్వీకరించలేరు.,
reportAlso,Do you want to Report this bot as well?,क्या आप इस bot को रिपोर्ट भी करना चाहते हैं?,શું તમે આ bot પણ રિપોર્ટ કરવા માંગો છો?,तुम्ही या bot ला सुद्धा रिपोर्ट करू इच्छिता?,మీరు ఈ bot ను కూడా రిపోర్ట్ చేయాలనుకుంటున్నారా?,
reportCTA,Click here,यहाँ टैप करें,અહીં ક્લિક કરો,इथे क्लिक करा.,ఇక్కడ క్లిక్ చేయండి,
blockButtonText,Block,ब्लॉक करें,બ્લોક,ब्लॉक करा.,బ్లాక్ చేయండి,
blockButtonCancelText,Cancel,रद्द करें,રદ કરો,रद्द करा.,రద్దు చేయండి,
blockBot,Block,ब्लॉक करें,બ્લોક,ब्लॉक करा.,బ్లాక్ చేయండి,
location,Location,स्थान,સ્થાન,स्थान,స్థానం,
locationScreenTitle,Location,स्थान,સ્થાન,स्थान,స్థానం,
shareCurrentLocation,Share your current location,अपना वर्तमान स्थान साझा करें,તમારું વર્તમાન સ્થાન શેર કરો,तुमचे सध्याचे स्थान शेअर करा.,మీ ప్రస్తుత స్థానాన్ని షేర్ చేయండి,
locationBeyond50MAlert,Pin can be moved only up to 50 m,पिन को केवल 50 मीटर तक ही ले जाया जा सकता है,પિનને માત્ર 50 મીટર સુધી જ ખસેડી શકાય છે,पिन फक्त 50 मीटर पर्यंत हलवता येतो,50 మెసేజ్ ల వరకు మాత్రమే పిన్‌ చేయవచ్చు,
locationPermissionUnsupported,This browser doesn't support location sharing.\nPlease try in a different browser,यह ब्राउज़र स्थान साझाकरण का समर्थन नहीं करता है।\nकृपया किसी अन्य ब्राउज़र में प्रयास करें,આ બ્રાઉઝર લોકેશન શેરિંગને સ્પોર્ટ કરતું નથી.\nકૃપા કરીને અલગ બ્રાઉઝરમાં પ્રયત્ન કરો,हा ब्राउझर स्थान सामायिक करण्यासाठीचे समर्थन करत नाही.\nकृपया वेगळ्या ब्राउझरमध्ये प्रयत्न करा,ఈ బ్రౌజర్ లొకేషన్ షేరింగ్‌కి సపోర్ట్ ఇవ్వదు.\nదయచేసి వేరే బ్రౌజర్‌లో ప్రయత్నించండి,
